id,	champion,	name,	description,	effect,	cost,	range
3,	28,	'Ravage',	'Evelynn slashes her target twice, dealing damage with each hit. She then gains increased Attack Speed for a short duration.',	'Evelynn slashes a target 2 times, dealing 35/55/75/95/115 (+0.5) (+0.4) magic damage with each strike. Evelynn then gains 60/75/90/105/120% Attack Speed for 3 seconds.',	'50/55/60/65/70 Mana',	225
4,	28,	'Agony's Embrace',	'Evelynn summons spikes from the ground to deal damage and slow enemies in the area. She then gains a shield based on how many enemy champions were hit.',	'Evelynn impales all enemies in the targeted area, dealing 15/20/25 (+0.01)% of their current Health in magic damage and slowing their Movement Speed by 30/50/70% for 2 seconds.Evelynn siphons their pain, gaining a 150/225/300 health shield for each enemy champion hit which lasts up to 6 seconds.',	'100 Mana',	650
5,	28,	'Shadow Walk',	'When out of combat, Evelynn enters stealth only being able to be seen by nearby enemy champions or true sight. While stealthed, she rapidly regenerates Mana.',	'',	'',	0
1,	81,	'Mystic Shot',	'Ezreal fires a damaging bolt of energy which reduces all of his cooldowns by 1 second if it strikes an enemy unit.',	'Ezreal fires a bolt of energy, dealing 35/55/75/95/115 (+1.0) (+0.2) physical damage (applies on-hit effects). Ezreal's cooldowns are reduced by 1 second if Mystic Shot hits a target.',	'28/31/34/37/40 Mana',	1150
2,	81,	'Essence Flux',	'Ezreal fires a fluctuating wave of energy, dealing magic damage to enemy champions, while increasing the Attack Speed of allied champions.',	'Ezreal fires a wave of energy that damages all enemy champions it passes through for 70/115/160/205/250 (+0.8) magic damage. Allied champions hit by the wave have their Attack Speed increased by 20/25/30/35/40% for 5 seconds.',	'50/60/70/80/90 Mana',	1000
3,	81,	'Arcane Shift',	'Ezreal teleports to a target nearby location and fires a homing bolt which strikes the nearest enemy unit.',	'Ezreal teleports to a target nearby location and fires a homing bolt at the nearest enemy unit, dealing 75/125/175/225/275 (+0.75) magic damage.',	'90 Mana',	475
4,	81,	'Trueshot Barrage',	'Ezreal channels for 1 second to fire a powerful barrage of energy missiles which do massive damage to each unit they pass through (deals 10% less damage to each unit it passes through).',	'Ezreal channels for 1 second to fire a barrage of missiles dealing 350/500/650 (+1.0) (+0.9) magic damage to each unit it passes through. However, it deals 10% less damage for each unit it hits (minimum 30%).',	'100 Mana',	20000
5,	81,	'Rising Spell Force',	'Hitting a target with any of Ezreal's abilities increases his Attack Speed by 10% for 5 seconds (effect stacks up to 5 times).',	'',	'',	0
1,	9,	'Terrify',	'Strikes a target unit with fear, causing it to flee in terror for a duration.',	'Strikes a target enemy unit with fear, causing it to flee in terror for 1/1.5/2/2.5/3 second(s).',	'65/75/85/95/105 Mana',	575
2,	9,	'Drain',	'Fiddlesticks saps the life force of an enemy, dealing damage to a target over time and healing himself.',	'Deals 60/90/120/150/180 (+0.45) magic damage each second to target unit and heals Fiddlesticks for 60/65/70/75/80% of the damage dealt. Lasts up to 5 seconds.',	'80/90/100/110/120 Mana',	475
3,	9,	'Dark Wind',	'A wisp of wind strikes an enemy unit and then bounces to nearby enemy units, dealing damage and silencing the victims.',	'Strikes an enemy target and then bounces to a nearby enemy unit. Deals 65/85/105/125/145 (+0.45) magic damage and silences for 1.2 seconds for each strike.Can bounce up to 5 times and may strike the same target multiple times. Damage to minions is increased by 50%.',	'50/70/90/110/130 Mana',	750
4,	9,	'Crowstorm',	'A murder of crows flock wildly around Fiddlesticks, dealing damage each second to all enemy units in the area.',	'A murder of crows flock wildly around Fiddlesticks for 5 seconds, dealing 125/225/325 (+0.45) magic damage each second to all enemy units in the area. This has a 1.5 second channel duration and teleports Fiddlesticks to target location.',	'150/200/250 Mana',	800
5,	9,	'Dread',	'Nearby enemies have their Magic Resist reduced by 10.',	'',	'',	0
1,	114,	'Lunge',	'Fiora dashes forward to strike her target, dealing physical damage. Fiora can perform the dash a second time within a couple seconds at no mana cost.',	'Fiora dashes forward to strike her target, dealing 40/65/90/115/140 (+0.6) physical damage.Fiora can perform the dash a second time within 4 seconds at no mana cost.',	'60 Mana',	600
2,	114,	'Riposte',	'Fiora's Attack Damage is increased. When activated, Fiora parries the next basic attack and reflects magic damage back to the attacker. Works against champions, monsters, and large minions.',	'Passive: Fiora's Attack Damage is increased by 15/20/25/30/35.Active: Fiora parries the next basic attack within 1.5 seconds and reflects 60/110/160/210/260 (+1) magic damage back to the attacker. Works against champions, monsters, and large minions.',	'45 Mana',	0
3,	114,	'Burst of Speed',	'Fiora temporarily gains additional Attack Speed. Each basic attack or Lunge she lands during this time increases her Movement Speed. Killing a champion refreshes the cooldown on Burst of Speed.',	'Fiora gains 60/75/90/105/120% additional Attack Speed for 3 seconds. Each basic attack or Lunge she lands during this time increases her Movement Speed by 7/9/11/13/15% for 3 seconds, stacking up to 3 times.Killing a champion refreshes the cooldown on Burst of Speed. (Assists reduce the cooldown by half of the base amount.)',	'55 Mana',	0
4,	114,	'Blade Waltz',	'Fiora dashes around the battlefield to deal physical damage to enemy champions. Successive strikes against the same target deal less damage.',	'Fiora dashes around the battlefield striking random champions 5 times for 160/330/500 (+1.2) physical damage. Successive strikes against the same target deal 25% damage.The first and last attack will be against the same target. Each strike applies on-hit effects.',	'100 Mana',	400
5,	114,	'Duelist',	'Fiora regenerates health over 6 seconds each time she deals damage. Striking champions will cause this effect to stack up to 4 times.',	'',	'',	0
1,	105,	'Urchin Strike',	'Fizz strikes his target and runs them through, dealing magic damage and applying on hit effects.',	'Fizz dashes through his target, dealing normal attack damage plus 10/40/70/100/130 (+0.6) magic damage. This ability can trigger on-hit effects.',	'50/55/60/65/70 Mana',	550
2,	105,	'Seastone Trident',	'Fizz's Trident causes rending wounds in his opponents, dealing magic damage to the target based on their missing health.',	'Passive: Fizz's attacks rend his enemies, dealing 30/40/50/60/70 (+0.35) plus 4/5/6/7/8% of the target's missing health as magic damage over 3 seconds. (Max 300 vs. minions)Active: For 5 seconds, Fizz's attacks deal an additional 10/15/20/25/30 (+0.35) magic damage on hit and apply Grievous Wounds to his target, reducing incoming healing by 50%. ',	'40 Mana',	0
3,	105,	'Playful / Trickster',	'Fizz hops into the air, landing gracefully upon his spear becoming untargetable. From this position, Fizz can either slam the ground or choose to jump again before smashing back down.',	'Fizz hops toward your cursor onto his spear, becoming untargetable, and then slams the ground dealing 70/120/170/220/270 (+0.75) magic damage to nearby enemies and slowing them by 40/45/50/55/60% for 2 seconds.Reactivating this ability while Fizz is on top of his spear causes Fizz to jump again towards your cursor and deal 70/120/170/220/270 (+0.75) magic damage in a smaller area to enemies nearby, instead of slamming the ground.',	'90/100/110/120/130 Mana',	400
4,	105,	'Chum the Waters',	'Fizz unleashes a magical fish that latches onto enemies or hovers over terrain, slowing champions if it is latched on to them. After a brief delay, a shark erupts from beneath the earth, dealing damage to enemies around the fish and knocking them aside.',	'Fizz releases a magical fish toward a location that can bind itself onto enemy champions, slowing their movement by 50/60/70%. If the fish misses an enemy champion, it will remain on the ground for a brief time, binding to any enemy champion walking over it.After 1.5 seconds, a shark erupts from the earth, dealing 200/325/450 (+1) magic damage in a large area, knocking up the target the fish is attached to, knocking other enemies aside and reducing the movement speed of all enemies hit by 50/60/70% for 1.5 seconds.',	'100 Mana',	1275
5,	105,	'Nimble Fighter',	'Fizz's dexterity allows him to move through units and take less physical damage from basic attacks.',	'',	'',	0
1,	3,	'Resolute Smite',	'Galio fires a concussive blast from his eyes, slowing and dealing damage to enemies caught near the impact point.',	'Galio fires a concussive blast from his eyes, dealing 80/135/190/245/300 (+0.6) magic damage to enemies near the impact location, and reducing their movement speed by 24/28/32/36/40% for 2.5 seconds.',	'60/65/70/75/80 Mana',	940
2,	3,	'Bulwark',	'Galio shields an ally Champion, increasing their Armor and Magic Resistance, and restoring Galio's health each time that Champion suffers damage.',	'Galio shields a friendly champion for 4 seconds, increasing their Armor and Magic Resistance by 30/45/60/75/90.  Each time the unit suffers damage, Galio is healed for 25/40/55/70/85 (+0.3). (-20% healing for each consecutive hit)',	'60 Mana',	800
3,	3,	'Righteous Gust',	'Galio claps his wings, unleashing a gust of concussive wind that damages enemies and leaves a directional draft in its wake that increases ally movement speed.',	'Galio unleashes a gust of concussive wind that deals 60/105/150/195/240 (+0.5) magic damage to all enemies in its path.  A directional draft remains for 5 seconds, increasing the movement speed of allies passing through it by 20/28/36/44/52%.',	'70/75/80/85/90 Mana',	1180
4,	3,	'Idol of Durand',	'Galio assumes the form of a statue, taunting nearby enemies and storing concussive energy as they attack him.  Galio then bursts from his statue shell, releasing the stored energy to damage surrounding foes.',	'Galio channels for 2 seconds, taunting nearby foes and blocking 50% of incoming damage.After channeling, Galio deals 220/330/440 (+0.6) magic damage to surrounding enemies, plus an additional 5% damage for each attack he suffered while channeling.  Max 40% bonus damage.',	'100/150/200 Mana',	560
5,	3,	'Runic Skin',	'Galio converts 50% of his total Magic Resistance into Ability Power.',	'',	'',	0
1,	41,	'Parrrley',	'Gangplank takes aim and shoots an enemy unit with his pistol. If Parrrley deals a killing blow, he gains extra gold and half the mana cost is refunded.',	'Gangplank shoots a target unit for 20/45/70/95/120 (+1.0) physical damage. If Parrrley deals a killing blow, Gangplank gains 4/5/6/7/8 extra gold and half the mana cost is refunded.Parrrley can crit and applies on hit effects as if a melee basic attack.Total Gold Plundered: 0.0 gold.',	'50/55/60/65/70 Mana',	625
2,	41,	'Remove Scurvy',	'Consumes a large quantity of citrus fruit which clears any crowd control effects on him and heals him.',	'Consumes a large quantity of citrus fruit which clears any crowd control effects on him and heals him for 80/150/220/290/360 (+1) health.',	'65 Mana',	0
3,	41,	'Raise Morale',	'Gangplank fires a shot into the air, increasing nearby allied champions' attack damage and movement speed.',	'Passive: Gangplank gains 8/10/12/14/16 Attack Damage and 3/4/5/6/7% Movement Speed.Active: Gangplank fires his pistol into the air, disabling his passive boost but increasing his Attack Damage by 12/19/26/33/40 and Movement Speed by 8/11/14/17/20% and nearby allied champions' Attack Damage and Movement Speed by half that amount for 7 seconds.',	'50/55/60/65/70 Mana',	1300
4,	41,	'Cannon Barrage',	'Gangplank signals his ship to fire upon an area for 6 seconds, slowing enemies and dealing damage in random locations within the area.',	'Signals Gangplank's ship to fire upon an area for 7 seconds, slowing enemies in the area by 25% for the duration. Cannonballs rain upon the area, each causing 75/120/165 (+0.2) magic damage.',	'100 Mana',	20000
5,	41,	'Grog-Soaked Blade',	'Gangplank's basic attacks and Parrrley apply a poison that deals magic damage each second and slows movement speed.  Lasts 3 seconds and stacks up to 3 times.',	'',	'',	0
1,	86,	'Decisive Strike',	'Garen gains a burst of Movement Speed, breaking free of all slows affecting him and his next attack strikes a vital area of his foe, dealing bonus damage and silencing them.',	'Garen breaks free from all slows affecting him and gains 35% Movement Speed for 1.5/2.25/3/3.75/4.5 seconds.His next basic attack deals 30/55/80/105/130 (+1.4) physical damage and silences his target for 1.5/1.75/2/2.25/2.5 seconds.',	'No Cost',	0
2,	86,	'Courage',	'Garen passively increases his Armor and Magic Resist. He may also activate this ability to grant himself a shield that reduces incoming damage and crowd control effects for a short duration.',	'Passive: Garen's gains an additional 20% value from bonus Armor and Magic Resist.Active: Garen gains a defensive shield for 2/3/4/5/6 seconds, reducing incoming damage by 30% and granting 30% Crowd Control Reduction.',	'No Cost',	0
